Date,Volume,Amount,Open,High,Low,Close,Change,Transactions
2026-04-24,3856224,2329159296,575.0,604.0,511.0,604.0,37.0,0
2026-04-27,2490036,1359559656,608.0,608.0,544.0,546.0,-58.0,0
2026-04-28,1825091,1023876051,539.0,573.0,539.0,561.0,15.0,0
2026-04-29,1172376,656530560,550.0,571.0,547.0,560.0,-1.0,0
2026-04-30,1606230,978194070,578.0,614.0,578.0,609.0,49.0,0
2026-05-04,1688629,1129692801,664.0,669.0,646.0,669.0,60.0,0
2026-05-05,1536974,1103547332,676.0,718.0,676.0,718.0,49.0,0
2026-05-06,19327781,13587430043,745.0,762.0,654.0,703.0,-15.0,0
2026-05-07,15477254,10834077800,700.0,742.0,661.0,700.0,-3.0,0
2026-05-08,13301191,8778786060,665.0,695.0,634.0,660.0,-40.0,0
2026-05-11,13216463,8881463136,680.0,704.0,660.0,672.0,12.0,0
2026-05-12,18673400,12305770600,703.0,717.0,652.0,659.0,-13.0,0
2026-05-13,2898460,1739076000,616.0,620.0,594.0,600.0,-59.0,0
2026-05-14,1222377,719980053,630.0,630.0,580.0,589.0,-11.0,0
2026-05-15,2572167,1365820677,600.0,600.0,531.0,531.0,-58.0,0
2026-05-18,1368654,754128354,506.0,551.0,502.0,551.0,20.0,0
2026-05-19,872804,456476492,541.0,550.0,523.0,523.0,-28.0,0
2026-05-20,1056931,593995222,523.0,562.0,523.0,562.0,39.0,0
2026-05-21,1023512,606942616,579.0,596.0,574.0,593.0,31.0,0
2026-05-22,1072038,675383940,625.0,630.0,620.0,630.0,37.0,0
2026-05-25,1255283,822210365,647.0,658.0,635.0,655.0,25.0,0
2026-05-26,1400461,952313480,665.0,682.0,630.0,680.0,25.0,0
2026-05-27,15597779,9795405212,690.0,715.0,620.0,628.0,-52.0,0
2026-05-28,9372277,5660855308,645.0,654.0,594.0,604.0,-24.0,0
2026-05-29,9264820,5781247680,610.0,646.0,608.0,624.0,20.0,0
2026-06-01,8886342,5776122300,622.0,679.0,618.0,650.0,26.0,0
2026-06-02,15796598,9951856740,671.0,691.0,630.0,630.0,-20.0,0
2026-06-03,1612941,1027443417,652.0,652.0,626.0,637.0,7.0,0
2026-06-04,1268671,748515890,606.0,612.0,590.0,590.0,-47.0,0
2026-06-05,1260746,751404616,550.0,596.0,545.0,596.0,6.0,0
2026-06-08,655735,352129695,537.0,537.0,537.0,537.0,-59.0,0
2026-06-09,805639,451157840,552.0,560.0,544.0,560.0,23.0,0
2026-06-10,1405541,708392664,530.0,531.0,504.0,504.0,-56.0,0
2026-06-11,1756040,830606920,481.0,481.0,454.0,473.0,-31.0,0
2026-06-12,1112661,557443161,497.0,510.0,475.0,501.0,28.0,0
2026-06-15,885638,487100900,522.0,550.0,516.0,550.0,49.0,0
2026-06-16,1133862,644033616,552.0,575.0,552.0,568.0,18.0,0
2026-06-17,6620213,3614636298,540.0,563.0,532.0,546.0,-22.0,0
2026-06-18,7435778,4216086126,549.0,586.0,531.0,567.0,21.0,0
2026-06-22,6489070,3581966640,579.0,585.0,547.0,552.0,-15.0,0
2026-06-23,5373964,2821331100,561.0,568.0,525.0,525.0,-27.0,0
2026-06-24,6988922,3494461000,517.0,542.0,499.0,500.0,-25.0,0
2026-06-25,8011101,3809278526,515.0,515.0,475.0,475.5,-24.5,0
2026-06-26,8713800,3999634200,473.0,489.5,450.5,459.0,-16.5,0
2026-06-29,6062644,2767596986,460.5,472.5,445.0,456.5,-2.5,0
2026-06-30,5235470,2481612780,470.5,483.5,464.0,474.0,17.5,0
